,t_out,Energy_2,Energy_4,Energy_3,temperature:drybulb,Equip,Energy_5,Energy_1,light,occ
0,25.1,3959.8926,3943.9805,2500.286,21.998762,0.4377068,2564.6663,0.0,0.03570326,0.0
1,25.2,3998.4443,3980.2866,2522.922,21.998756,0.4377068,2587.7717,0.0,0.03570326,0.0
2,25.3,4034.7773,4014.294,2544.211,21.998737,0.4377068,2609.4387,0.0,0.03570326,0.0
3,25.4,4069.1753,4046.297,2564.3489,21.998718,0.4377068,2629.8757,0.0,0.03570326,0.0
4,25.5,4102.1597,4076.8684,2583.6865,21.9987,0.4377068,2649.4392,0.0,0.03570326,0.0
5,25.6,4134.117,4106.404,2602.4602,21.99868,0.4377068,2668.373,0.0,0.03570326,0.0
6,25.566668,4120.4443,4095.3557,2593.7522,21.99867,0.4377068,2660.0068,0.0,0.03570326,0.0
7,25.533333,4107.153,4082.5273,2584.9565,21.998676,0.4377068,2651.4614,0.0,0.03570326,0.0
8,25.5,4094.1694,4069.8796,2576.3347,21.998684,0.4377068,2643.0156,0.0,0.03570326,0.0
9,25.466667,4081.3215,4057.3914,2567.8433,21.998692,0.4377068,2634.643,0.0,0.03570326,0.0
10,25.433332,4068.617,4045.036,2559.467,21.9987,0.4377068,2626.344,0.0,0.03570326,0.0
11,25.4,4056.0657,4032.8237,2551.2058,21.998707,0.4377068,2618.1316,0.0,0.03570326,0.0
12,25.366667,4041.6975,4019.3167,2542.042,21.998716,0.4377068,2609.0554,0.0,0.03570326,0.0
13,25.333334,4027.394,4006.0117,2533.0269,21.998726,0.4377068,2600.1104,0.0,0.03570326,0.0
14,25.3,4013.6287,3993.1975,2524.3518,21.998734,0.4377068,2591.4932,0.0,0.03570326,0.0
15,25.266666,3999.1968,3979.7737,2515.2754,21.998743,0.4377068,2582.4663,0.0,0.03570326,0.0
16,25.233334,3984.8547,3966.425,2506.2446,21.998753,0.4377068,2573.4795,0.0,0.03570326,0.0
17,25.2,3972.5986,3951.4944,2497.2275,21.99876,0.4377068,2564.5012,0.0,0.03570326,0.0
18,25.166666,3956.9673,3939.8518,2488.4182,21.99877,0.4377068,2555.7449,0.0,0.03570326,0.0
19,25.133333,3942.382,3925.8665,2479.003,21.99878,0.4377068,2546.3835,0.0,0.03570326,0.0
20,25.1,3926.786,3910.583,2468.7976,21.99879,0.4377068,2536.2395,0.0,0.03570326,0.0
21,25.066668,3910.2256,3894.3582,2459.026,21.998802,0.4377068,2524.423,0.0,0.03570326,0.0
22,25.033333,3892.9885,3877.466,2447.7869,21.998816,0.4377068,2513.2424,0.0,0.03570326,0.0
23,25.0,3875.287,3860.1191,2436.2202,21.998827,0.4377068,2501.7793,0.0,0.03570326,0.0
24,25.033333,3877.11,3861.8953,2437.204,21.998835,0.4377068,2502.7432,0.0,0.03570326,0.0
25,25.066668,3879.2412,3863.8667,2438.3425,21.998837,0.4377068,2503.8198,0.0,0.03570326,0.0
26,25.1,3881.5889,3866.0493,2438.5393,21.998835,0.4377068,2506.0334,0.0,0.03570326,0.0
27,25.133333,3884.076,3868.3696,2439.9146,21.998835,0.4377068,2507.357,0.0,0.03570326,0.0
28,25.166666,3997.9172,3982.2449,2507.982,21.998806,0.4377068,2574.7644,0.0,0.07140652,0.0
29,25.2,3998.4395,3978.9587,2506.9282,21.998762,0.4377068,2573.6792,0.0,0.07140652,0.0
30,25.266666,4005.0837,3985.0374,2510.9724,21.998758,0.4377068,2577.796,0.0,0.07140652,0.0
31,25.333334,4012.8018,3992.373,2515.7913,21.998753,0.4377068,2582.6477,0.0,0.07140652,0.0
32,25.4,4021.3308,4000.499,2521.1155,21.998747,0.4377068,2587.968,0.0,0.07140652,0.0
33,25.466667,4030.4187,4009.1626,2526.768,21.998741,0.4377068,2593.5798,0.0,0.07140652,0.0
34,25.533333,4088.2056,4066.5981,2561.5388,21.998724,0.4377068,2628.071,0.0,0.07140652,0.098877065
35,25.6,4109.203,4085.8237,2576.6558,21.998692,0.4377068,2639.3577,0.0,0.07140652,0.098877065
36,25.783333,3595.8918,3566.7822,2226.8801,21.998774,0.4377068,2293.3237,109.87419,0.07140652,0.098877065
37,25.966667,3477.2222,3446.978,2145.1704,21.999819,0.4377068,2207.7407,3701.577,0.07140652,0.098877065
38,26.15,3521.9705,3488.1052,2172.813,21.999483,0.4377068,2234.7837,652.8239,0.07140652,0.098877065
39,26.333334,3516.807,3483.3918,2192.0483,21.999388,0.4377068,2225.5723,3673.5796,0.07140652,0.098877065
40,26.516666,3984.9463,3949.78,2497.9048,21.999298,0.4377068,2496.9739,4186.3345,0.21421957,0.19775413
41,26.7,3954.947,3912.5989,2504.6729,21.999228,0.4377068,2472.718,3994.7996,0.21421957,0.19775413
42,26.783333,3918.8528,3865.6445,2504.2017,21.999262,0.4377068,2446.5444,3958.6663,0.21421957,0.19775413
43,26.866667,3897.7405,3835.1216,2509.7593,21.99929,0.4377068,2430.2837,3944.4133,0.21421957,0.19775413
44,26.95,3890.6638,3818.0293,2521.4487,21.999306,0.4377068,2422.5813,3937.0974,0.21421957,0.19775413
45,27.033333,3892.2275,3814.937,2553.6946,21.999315,0.4377068,2420.819,3935.4224,0.21421957,0.19775413
46,27.116667,5810.2188,5738.1953,3699.0461,21.99911,0.9848403,3554.2754,6177.1123,0.64265865,0.93933207
47,27.2,5789.731,5714.557,3694.496,21.998129,0.9848403,3541.176,6193.59,0.64265865,0.93933207
48,27.3,5738.1216,5658.2036,3671.214,21.998108,0.9848403,3511.3982,6166.1577,0.64265865,0.93933207
49,27.4,5710.6133,5625.1694,3677.19,21.998192,0.9848403,3494.9993,6146.676,0.64265865,0.93933207
50,27.5,5698.7114,5607.8687,3675.768,21.998245,0.9848403,3487.411,6134.5537,0.64265865,0.93933207
51,27.6,5697.9683,5603.6016,3666.141,21.998278,0.9848403,3486.412,6130.354,0.64265865,0.93933207
52,27.7,5706.7983,5609.41,3659.3142,21.998299,0.9848403,3491.0115,6131.771,0.64265865,0.93933207
53,27.8,5722.829,5622.4526,3655.4216,21.998314,0.9848403,3499.8289,6137.2856,0.64265865,0.93933207
54,27.983334,5745.534,5641.89,3655.0833,21.998322,0.9848403,3513.2073,6141.948,0.64265865,0.93933207
55,28.166666,5771.013,5663.9395,3654.6821,21.998318,0.9848403,3528.0566,6148.6123,0.64265865,0.93933207
56,28.35,5797.7114,5687.1963,3653.4333,21.998314,0.9848403,3543.5293,6156.59,0.64265865,0.93933207
57,28.533333,5832.0015,5716.025,3662.4536,21.998308,0.9848403,3562.561,6165.686,0.64265865,0.93933207
58,28.716667,5870.0547,5748.7476,3678.2456,21.998297,0.9848403,3584.0732,6175.8726,0.64265865,0.93933207
59,28.9,5906.839,5779.997,3681.1863,21.998283,0.9848403,3604.3984,6187.123,0.64265865,0.93933207
60,29.083334,5946.842,5814.3823,3680.3743,21.998272,0.9848403,3626.758,6201.8613,0.64265865,0.93933207
61,29.266666,5987.9272,5849.968,3676.4827,21.99826,0.9848403,3649.7642,6217.802,0.64265865,0.93933207
62,29.45,6030.2754,5886.901,3670.1506,21.998245,0.9848403,3673.6418,6235.0645,0.64265865,0.93933207
63,29.633333,6043.1885,5903.812,3671.1733,21.998238,0.9848403,3684.2283,6253.4727,0.64265865,0.93933207
64,29.816668,6050.67,5918.0684,3678.276,21.998241,0.9848403,3692.9087,6272.6533,0.64265865,0.93933207
65,30.0,6058.288,5932.3115,3685.6143,21.998247,0.9848403,3701.382,6292.3613,0.64265865,0.93933207
66,29.45,5954.8506,5839.393,3626.5476,21.998281,0.9848403,3645.5334,6230.9775,0.64265865,0.93933207
67,28.9,5838.564,5732.9497,3558.1067,21.998274,0.9848403,3580.2668,6163.881,0.64265865,0.93933207
68,28.35,5501.3945,5481.914,3395.5012,21.998352,0.9848403,3418.8499,6086.169,0.64265865,0.93933207
69,27.8,5336.502,5331.8657,3300.3958,21.9989,0.9848403,3323.8638,5990.113,0.64265865,0.93933207
70,27.25,5180.865,5179.8926,3204.442,21.999054,0.9848403,3227.8274,5884.266,0.64265865,0.93933207
71,26.7,5043.779,5046.1914,3119.5247,21.999254,0.9848403,3142.6956,5790.606,0.64265865,0.93933207
72,26.516666,4657.994,4661.477,2890.9001,21.999231,0.8754136,2911.391,5309.3965,0.57125217,0.49438533
73,26.333334,4637.5483,4637.967,2875.824,21.999374,0.8754136,2893.3447,5288.566,0.57125217,0.49438533
74,26.15,4644.514,4642.6436,2879.105,21.999434,0.8754136,2894.0847,5285.818,0.57125217,0.49438533
75,25.966667,4667.9614,4663.5444,2892.1895,21.999138,0.8754136,2904.8096,5298.827,0.57125217,0.49438533
76,25.783333,4693.936,4686.361,2906.9248,21.999094,0.8754136,2917.2664,5312.0146,0.57125217,0.49438533
77,25.6,4730.3975,4719.3877,2928.29,21.999073,0.8754136,2936.1294,5330.376,0.57125217,0.49438533
78,25.6,5176.5273,5164.6343,3193.932,21.999004,0.9848403,3200.1724,5856.627,0.64265865,0.93933207
79,25.6,5214.9365,5202.1816,3218.1304,21.998764,0.9848403,3223.5962,5877.7466,0.64265865,0.93933207
80,25.6,5243.848,5230.233,3236.3967,21.998695,0.9848403,3241.5283,5890.7964,0.64265865,0.93933207
81,25.6,5403.385,5340.536,3309.1106,21.998642,0.9848403,3314.392,5903.2544,0.64265865,0.93933207
82,25.6,5485.261,5384.372,3337.7183,21.99856,0.9848403,3343.8381,5915.185,0.64265865,0.93933207
83,25.6,5528.538,5420.057,3360.9924,21.998514,0.9848403,3368.136,5927.1514,0.64265865,0.93933207
84,25.783333,5588.107,5471.763,3394.213,21.998484,0.9848403,3402.359,5949.762,0.64265865,0.93933207
85,25.966667,5648.245,5524.3496,3427.8796,21.998457,0.9848403,3437.937,5974.0796,0.64265865,0.93933207
86,26.15,5712.324,5581.4087,3464.2441,21.998976,0.9848403,3484.7776,6003.275,0.64265865,0.93933207
87,26.333334,5763.3354,5627.5703,3493.99,21.998985,0.9848403,3526.4277,6035.846,0.64265865,0.93933207
88,26.516666,5810.4062,5674.6094,3523.2407,21.998966,0.9848403,3568.418,6069.9214,0.64265865,0.93933207
89,26.7,5857.9766,5722.341,3552.747,21.998953,0.9848403,3611.7917,6105.4463,0.64265865,0.93933207
90,27.066668,5892.2344,5754.6924,3573.677,21.998457,0.9848403,3650.672,6107.5527,0.64265865,0.93933207
91,27.433332,5918.302,5779.042,3589.2488,21.998318,0.9848403,3684.7576,6108.48,0.64265865,0.93933207
92,27.8,5936.8135,5796.2827,3600.0,21.99827,0.9848403,3715.4038,6107.171,0.64265865,0.93933207
93,28.166666,5928.495,5791.654,3596.6248,21.998266,0.9848403,3717.8647,6099.842,0.64265865,0.93933207
94,28.533333,5908.429,5776.773,3586.2537,21.998285,0.9848403,3710.9138,6087.327,0.64265865,0.93933207
95,28.9,5881.1763,5754.6816,3571.3293,21.998314,0.9848403,3696.4238,6070.013,0.64265865,0.93933207
96,28.9,5854.2393,5734.063,3555.576,21.998344,0.9848403,3675.9783,6085.226,0.64265865,0.93933207
97,28.9,5833.6987,5720.3887,3544.5493,21.99841,0.9848403,3657.9263,6102.306,0.64265865,0.93933207
98,28.9,5824.342,5718.1797,3540.8953,21.998447,0.9848403,3644.867,6123.832,0.64265865,0.93933207
99,28.9,5836.5527,5733.601,3548.9265,21.998459,0.9848403,3664.3674,6149.258,0.64265865,0.93933207
100,28.9,5857.969,5757.2617,3562.161,21.998455,0.9848403,3693.6396,6177.954,0.64265865,0.93933207
101,28.9,5884.2285,5786.0903,3578.5356,21.998444,0.9848403,3728.0405,6209.144,0.64265865,0.93933207
102,28.716667,4647.238,4546.9785,2843.5496,21.998674,0.5471335,3035.262,4664.0327,0.3570326,0.29663122
103,28.533333,4632.3335,4537.716,2835.885,21.99912,0.5471335,3050.0618,4653.2993,0.3570326,0.29663122
104,28.35,4635.3525,4551.838,2838.7576,21.999157,0.5471335,3074.6123,4665.3076,0.3570326,0.29663122
105,28.166666,4626.6494,4556.7817,2835.6755,21.999142,0.5471335,3059.191,4675.3125,0.3570326,0.29663122
106,27.983334,4611.618,4558.026,2829.2334,21.999132,0.5471335,3032.652,4683.2603,0.3570326,0.29663122
107,27.8,4593.4087,4549.8315,2820.036,21.999126,0.5471335,2998.8345,4688.0615,0.3570326,0.29663122
108,27.433332,4010.8867,3968.2476,2475.7043,21.9992,0.4377068,2618.236,4014.5178,0.21421957,0.098877065
109,27.066668,3939.7893,3899.6892,2435.8882,21.999363,0.4377068,2545.491,3974.5642,0.21421957,0.098877065
110,26.7,3865.2786,3826.1643,2393.3987,21.999384,0.4377068,2470.1304,3936.0425,0.21421957,0.098877065
111,26.333334,3792.891,3758.1382,2350.2336,21.999397,0.4377068,2419.9595,3891.0374,0.21421957,0.098877065
112,25.966667,3716.1118,3685.844,2303.6047,21.999414,0.4377068,2371.5278,3841.113,0.21421957,0.098877065
113,25.6,3633.4214,3603.7952,2252.8218,21.999435,0.4377068,2310.6953,3787.1914,0.21421957,0.098877065
114,25.5,3585.4277,3559.0688,2223.6497,21.999447,0.4377068,2278.4502,3763.734,0.21421957,0.098877065
115,25.4,3547.2097,3522.5906,2199.782,21.99948,0.4377068,2253.4082,3740.311,0.21421957,0.098877065
116,25.3,3515.8447,3492.2646,2179.974,21.999498,0.4377068,2232.9775,3719.3608,0.21421957,0.098877065
117,25.2,3489.2168,3466.6677,2163.276,21.999512,0.4377068,2215.9678,3700.6523,0.21421957,0.098877065
118,25.1,3466.1287,3444.619,2148.8965,21.99952,0.4377068,2201.4712,3683.7861,0.21421957,0.098877065
119,25.0,3445.6128,3425.1538,2136.2017,21.999527,0.4377068,2188.8003,3668.3044,0.21421957,0.098877065
120,25.0,3262.0828,3241.4978,2026.8824,21.999548,0.4377068,2080.4656,3438.1467,0.14281304,0.098877065
121,25.0,3257.4668,3236.9343,2023.756,21.99959,0.4377068,2077.489,3429.0544,0.14281304,0.098877065
122,25.0,3254.4084,3233.933,2021.566,21.999592,0.4377068,2075.4182,3421.7783,0.14281304,0.098877065
123,25.0,3251.0024,3230.505,2019.1124,21.999592,0.4377068,2073.1753,3414.3794,0.14281304,0.098877065
124,25.0,3246.9966,3226.51,2016.3098,21.999592,0.4377068,2070.5945,3406.7588,0.14281304,0.098877065
125,25.0,3242.4724,3222.0044,2013.2018,21.999592,0.4377068,2067.7253,3398.8838,0.14281304,0.098877065
126,25.0,3238.9624,3218.798,2010.7999,21.999592,0.4377068,2065.436,3394.192,0.14281304,0.098877065
127,25.0,3235.8562,3216.1985,2008.8108,21.999594,0.4377068,2063.4937,3389.8982,0.14281304,0.098877065
128,25.0,3233.9102,3214.7285,2007.5626,21.999596,0.4377068,2062.289,3386.3374,0.14281304,0.098877065
129,25.0,3233.0137,3214.2908,2006.9861,21.999594,0.4377068,2061.7363,3383.4746,0.14281304,0.098877065
130,25.0,3232.9888,3214.7148,2006.9652,21.999594,0.4377068,2061.7168,3381.2437,0.14281304,0.098877065
131,25.0,3233.6807,3215.849,2007.4001,21.999592,0.4377068,2062.1333,3379.566,0.14281304,0.098877065
132,25.0,3496.8154,3479.2534,2200.0476,21.999716,0.4377068,2255.4844,0.0,0.07140652,0.049438532
133,25.0,3645.503,3627.9407,2301.6921,21.999557,0.4377068,2357.941,0.0,0.07140652,0.049438532
134,25.0,3646.763,3630.048,2302.126,21.999569,0.4377068,2359.6562,0.0,0.07140652,0.049438532
135,25.0,3716.1592,3700.043,2348.22,21.999037,0.4377068,2406.4836,0.0,0.07140652,0.049438532
136,25.0,3740.7139,3725.3848,2363.506,21.99903,0.4377068,2423.2175,0.0,0.07140652,0.049438532
137,25.0,3816.648,3802.0344,2412.7537,21.998837,0.4377068,2472.7605,0.0,0.07140652,0.049438532
138,25.0,3780.651,3766.1267,2393.7573,21.998783,0.4377068,2454.2087,0.0,0.03570326,0.049438532
139,25.0,3835.9277,3821.4468,2428.0615,21.998787,0.4377068,2488.6096,0.0,0.03570326,0.049438532
140,25.0,3877.8755,3863.4314,2453.3506,21.998777,0.4377068,2514.4023,0.0,0.03570326,0.049438532
141,25.0,3907.8,3893.3848,2470.8113,21.998772,0.4377068,2532.677,0.0,0.03570326,0.049438532
142,25.0,3928.4512,3914.0642,2482.3992,21.998768,0.4377068,2545.1875,0.0,0.03570326,0.049438532
143,25.0,3942.1418,3927.7876,2489.6782,21.998764,0.4377068,2553.3704,0.0,0.03570326,0.049438532
144,25.0,3929.3127,3915.0574,2481.0818,21.998768,0.4377068,2545.5708,0.0,0.03570326,0.0
145,25.0,3938.7998,3924.7712,2486.146,21.998775,0.4377068,2551.1575,0.0,0.03570326,0.0
146,25.0,3949.6316,3935.858,2492.3535,21.99877,0.4377068,2557.7285,0.0,0.03570326,0.0
147,25.0,3961.462,3947.9675,2499.4243,21.99876,0.4377068,2565.0334,0.0,0.03570326,0.0
148,25.0,3973.9958,3960.8096,2507.0972,21.99875,0.4377068,2572.8425,0.0,0.03570326,0.0
149,25.0,3986.9648,3974.12,2515.1584,21.99874,0.4377068,2580.9731,0.0,0.03570326,0.0
150,24.9,3969.344,3956.9553,2503.5093,21.998737,0.4377068,2569.7395,0.0,0.03570326,0.0
151,24.8,3948.2832,3936.4922,2489.651,21.998747,0.4377068,2556.2458,0.0,0.03570326,0.0
152,24.7,3923.0776,3911.9543,2473.0933,21.998764,0.4377068,2540.0273,0.0,0.03570326,0.0
153,24.6,3894.481,3884.074,2454.361,21.998785,0.4377068,2521.6165,0.0,0.03570326,0.0
154,24.5,3863.6418,3853.9756,2434.225,21.998808,0.4377068,2501.7664,0.0,0.03570326,0.0
155,24.4,3831.0283,3822.135,2413.006,21.998829,0.4377068,2480.7837,0.0,0.03570326,0.0
156,24.5,3856.3506,3847.0293,2428.9949,21.998838,0.4377068,2496.8215,0.0,0.03570326,0.0
157,24.6,3881.8496,3871.6672,2444.8494,21.998829,0.4377068,2512.7153,0.0,0.03570326,0.0
158,24.7,3904.917,3897.9446,2460.621,21.998816,0.4377068,2528.5156,0.0,0.03570326,0.0
159,24.8,3929.9492,3922.5156,2476.393,21.998802,0.4377068,2544.3013,0.0,0.03570326,0.0
160,24.9,3955.4944,3947.3452,2492.3853,21.998787,0.4377068,2560.2927,0.0,0.03570326,0.0
161,25.0,3980.6018,3971.6807,2508.0686,21.998772,0.4377068,2575.9612,0.0,0.03570326,0.0
162,24.9,3944.5107,3936.2598,2484.6213,21.99877,0.4377068,2552.7698,0.0,0.03570326,0.0
163,24.8,3907.4387,3900.423,2460.9417,21.998787,0.4377068,2529.2983,0.0,0.03570326,0.0
164,24.7,3869.978,3864.2095,2438.3894,21.99881,0.4377068,2504.4258,0.0,0.03570326,0.0
165,24.6,3831.973,3827.44,2414.1394,21.998835,0.4377068,2480.1917,0.0,0.03570326,0.0
166,24.5,3793.8132,3790.4746,2389.7603,21.998857,0.4377068,2455.9702,0.0,0.03570326,0.0
167,24.4,3755.4768,3753.3,2365.2688,21.998882,0.4377068,2431.6348,0.0,0.03570326,0.0
168,24.4,3744.1409,3742.0698,2358.1047,21.998903,0.4377068,2424.754,0.0,0.03570326,0.0
169,24.4,3730.9507,3724.3745,2347.894,21.998915,0.4377068,2414.733,0.0,0.03570326,0.0
170,24.4,3709.8933,3702.8245,2333.7708,21.998934,0.4377068,2400.8784,0.0,0.03570326,0.0
171,24.4,3683.9941,3676.6943,2316.5933,21.998957,0.4377068,2384.009,0.0,0.03570326,0.0
172,24.4,3768.508,3761.125,2365.292,21.998955,0.4377068,2432.4458,0.0,0.07140652,0.0
173,24.4,3732.5562,3724.9797,2341.7827,21.998938,0.4377068,2409.2686,0.0,0.07140652,0.0
174,24.4,3699.4626,3692.413,2320.2234,21.998957,0.4377068,2387.58,0.0,0.07140652,0.0
175,24.4,3673.721,3667.359,2303.8599,21.998972,0.4377068,2370.969,0.0,0.07140652,0.0
176,24.4,3657.6345,3651.9185,2293.982,21.998976,0.4377068,2360.6677,0.0,0.07140652,0.0
177,24.4,3649.1953,3644.118,2289.1575,21.99897,0.4377068,2355.292,0.0,0.07140652,0.0
178,24.4,3695.4485,3691.0461,2317.2883,21.998955,0.4377068,2382.594,0.0,0.07140652,0.098877065
179,24.4,3718.028,3752.8118,2438.9631,21.99892,0.4377068,2394.0125,0.0,0.07140652,0.098877065
180,24.4,3369.1433,3417.3262,2263.6519,21.998951,0.4377068,2158.064,0.0,0.07140652,0.098877065
181,24.4,3247.4883,3293.3772,2197.745,21.99984,0.4377068,2070.4724,3542.3345,0.07140652,0.098877065
182,24.4,3270.9763,3314.4465,2244.3982,21.999544,0.4377068,2083.629,536.5872,0.07140652,0.098877065
183,24.4,3239.5386,3280.537,2267.716,21.999468,0.4377068,2059.2842,3538.5386,0.07140652,0.098877065
184,24.4,3692.1096,3725.6057,2577.7627,21.999393,0.4377068,2321.7236,4018.8271,0.21421957,0.19775413
185,24.4,3636.5752,3653.355,2578.4204,21.999323,0.4377068,2283.0957,3822.1982,0.21421957,0.19775413
186,24.783333,3636.7146,3629.482,2614.0457,21.999353,0.4377068,2279.7307,3797.4392,0.21421957,0.19775413
187,25.166666,3651.9944,3623.9119,2651.7761,21.999369,0.4377068,2284.1677,3793.2163,0.21421957,0.19775413
188,25.55,3685.0457,3636.8198,2717.0793,21.99937,0.4377068,2298.6619,3795.3254,0.21421957,0.19775413
189,25.933332,3720.2468,3660.3616,2747.7239,21.999365,0.4377068,2315.0781,3802.4875,0.21421957,0.19775413
190,26.316668,5694.3853,5626.811,3877.166,21.999153,0.9848403,3479.524,6047.457,0.64265865,0.93933207
191,26.7,5696.8154,5622.431,3872.079,21.998144,0.9848403,3479.5176,6066.003,0.64265865,0.93933207
192,26.966667,5646.174,5566.2393,3837.1555,21.998123,0.9848403,3450.2224,6036.688,0.64265865,0.93933207
193,27.233334,5614.94,5529.7905,3813.5962,21.998213,0.9848403,3432.1824,6015.4663,0.64265865,0.93933207
194,27.5,5603.16,5511.9937,3799.4827,21.998276,0.9848403,3424.9438,6001.1777,0.64265865,0.93933207
195,27.766666,5606.689,5509.7305,3744.1353,21.998314,0.9848403,3426.0579,5994.3574,0.64265865,0.93933207
196,28.033333,5614.652,5512.7583,3676.9346,21.998344,0.9848403,3429.7983,5992.6885,0.64265865,0.93933207
197,28.3,5632.029,5525.09,3633.0183,21.998367,0.9848403,3439.2788,5994.595,0.64265865,0.93933207
198,28.4,5640.815,5528.751,3579.304,21.998386,0.9848403,3442.5115,5996.7324,0.64265865,0.93933207
199,28.5,5655.1484,5538.4917,3546.6836,21.9984,0.9848403,3449.5251,6001.2446,0.64265865,0.93933207
200,28.6,5673.7065,5551.4478,3514.0972,21.998407,0.9848403,3458.4404,6007.6597,0.64265865,0.93933207
201,28.7,5702.744,5573.8335,3529.4316,21.99841,0.9848403,3473.3887,6015.719,0.64265865,0.93933207
202,28.8,5733.102,5599.3975,3555.9282,21.998404,0.9848403,3490.2202,6025.349,0.64265865,0.93933207
203,28.9,5767.324,5627.6035,3571.6782,21.998396,0.9848403,3508.6096,6036.3857,0.64265865,0.93933207
204,28.983334,5793.445,5648.3877,3576.4817,21.99839,0.9848403,3522.8691,6039.811,0.64265865,0.93933207
205,29.066668,5813.254,5666.2944,3577.0203,21.998377,0.9848403,3535.1614,6043.133,0.64265865,0.93933207
206,29.15,5833.9336,5683.501,3569.0022,21.998371,0.9848403,3546.9988,6045.7017,0.64265865,0.93933207
207,29.233334,5838.675,5688.7793,3566.8948,21.99837,0.9848403,3550.9521,6047.6484,0.64265865,0.93933207
208,29.316668,5839.3706,5691.3696,3568.5945,21.998377,0.9848403,3553.082,6049.0947,0.64265865,0.93933207
209,29.4,5839.232,5692.9946,3569.5024,21.998388,0.9848403,3554.473,6050.2144,0.64265865,0.93933207
210,29.4,5840.2515,5693.8877,3568.725,21.998398,0.9848403,3554.6633,6056.894,0.64265865,0.93933207
211,29.4,5842.06,5696.505,3568.2102,21.998411,0.9848403,3555.4841,6064.278,0.64265865,0.93933207
212,29.4,5847.051,5701.436,3571.5908,21.99842,0.9848403,3557.9802,6072.7803,0.64265865,0.93933207
213,29.4,5840.77,5698.518,3569.914,21.998428,0.9848403,3555.375,6082.231,0.64265865,0.93933207
214,29.4,5848.45,5704.28,3573.8433,21.998434,0.9848403,3558.25,6092.38,0.64265865,0.93933207
215,29.4,5843.6616,5702.8936,3572.8433,21.998438,0.9848403,3556.1719,6103.091,0.64265865,0.93933207
216,28.566668,5346.3774,5215.4097,3281.5776,21.998547,0.8754136,3263.0217,5560.973,0.57125217,0.49438533
217,27.733334,5241.966,5125.9087,3224.4521,21.998756,0.8754136,3205.0054,5519.478,0.57125217,0.49438533
218,26.9,4945.103,4925.296,3092.5464,21.998846,0.8754136,3073.0518,5477.806,0.57125217,0.49438533
219,26.066668,4840.3813,4834.485,3033.9897,21.999283,0.8754136,3014.2073,5424.725,0.57125217,0.49438533
220,25.233334,4749.8286,4747.616,2978.1538,21.999493,0.8754136,2958.2454,5368.2705,0.57125217,0.49438533
221,24.4,4653.845,4653.784,2918.2583,21.99952,0.8754136,2898.3738,5300.287,0.57125217,0.49438533
222,24.133333,5034.041,5035.228,3141.6768,21.999405,0.9848403,3121.629,5791.4463,0.64265865,0.93933207
223,23.866667,5030.4546,5034.218,3139.953,21.999176,0.9848403,3119.154,5800.6772,0.64265865,0.93933207
224,23.6,5011.6494,5014.5767,3127.65,21.99919,0.9848403,3106.5476,5780.4463,0.64265865,0.93933207
225,23.333334,4993.898,4996.494,3116.2683,21.999208,0.9848403,3095.63,5762.895,0.64265865,0.93933207
226,23.066668,4977.747,4981.1123,3106.099,21.998837,0.9848403,3086.2449,5752.764,0.64265865,0.93933207
227,22.8,4958.2534,4961.9565,3093.7222,21.99877,0.9848403,3074.2693,5737.6196,0.64265865,0.93933207
228,22.8,4959.986,4963.461,3094.396,21.998758,0.9848403,3075.4602,5730.432,0.64265865,0.93933207
229,22.8,4962.7554,4966.0195,3095.649,21.998756,0.9848403,3077.7917,5724.4346,0.64265865,0.93933207
230,22.8,4966.2764,4969.33,3097.272,21.998755,0.9848403,3085.1348,5719.939,0.64265865,0.93933207
231,22.8,4971.4976,4974.276,3099.8557,21.998753,0.9848403,3092.4333,5716.7573,0.64265865,0.93933207
232,22.8,4976.4414,4978.9497,3102.1477,21.998749,0.9848403,3099.766,5714.686,0.64265865,0.93933207
233,22.8,4981.421,4983.662,3104.3638,21.998745,0.9848403,3106.763,5713.528,0.64265865,0.93933207
234,22.8,4988.3164,4990.1924,3107.6167,21.998741,0.9848403,3114.2693,5714.7593,0.64265865,0.93933207
235,22.8,4995.9575,4997.407,3111.2478,21.998735,0.9848403,3121.065,5716.8193,0.64265865,0.93933207
236,22.8,5002.922,5003.9253,3114.3506,21.99873,0.9848403,3122.5737,5719.706,0.64265865,0.93933207
237,22.8,5013.9316,5014.4766,3120.0874,21.998722,0.9848403,3137.181,5723.4326,0.64265865,0.93933207
238,22.8,5025.3086,5025.3804,3125.9912,21.998713,0.9848403,3151.3228,5727.8193,0.64265865,0.93933207
239,22.8,5036.811,5036.395,3131.9001,21.998703,0.9848403,3165.3137,5732.7993,0.64265865,0.93933207
240,22.983334,5054.3726,5053.6377,3141.8792,21.998693,0.9848403,3183.9973,5736.655,0.64265865,0.93933207
241,23.166666,5069.685,5068.7266,3150.3826,21.99868,0.9848403,3202.4468,5740.204,0.64265865,0.93933207
242,23.35,5082.7715,5081.7153,3157.376,21.99867,0.9848403,3219.036,5743.0664,0.64265865,0.93933207
243,23.533333,5091.841,5090.6816,3161.691,21.998665,0.9848403,3230.2966,5745.2666,0.64265865,0.93933207
244,23.716667,5097.9365,5096.774,3164.0186,21.998661,0.9848403,3238.9355,5746.807,0.64265865,0.93933207
245,23.9,5102.864,5101.6577,3165.355,21.998661,0.9848403,3245.9895,5747.7344,0.64265865,0.93933207
